"clinton1.htm | Question 0"
"Bloomberg Politics Poll conducted by Selzer & Company. March 19-22, 2016. N=1,000 adults nationwide. Margin of error ± 3.1."
"I'm going to mention some people and groups in the news recently. For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable. If you don't know enough to answer, just say so. Bill Clinton, former president of the United States."
date,favorable,unfavorable,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""6/23-25/01""",18,21,15,15,31,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/1-4/01""",17,17,13,14,38,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/13-15/01""",32,24,11,12,21,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/7-10/00""",33,23,11,12,21,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/13-15/00""",25,26,10,11,28,-,,,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/7-10/00""",25,25,10,13,27,-,,,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""8/10-11/00""",24,22,11,13,30,-,,,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/27-28/00""",22,27,11,12,28,-,,,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""6/14-18/00""",20,27,12,14,27,-,,,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""4/29 - 5/1/00""",22,27,13,11,27,-,,,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/2-5/00""",23,26,15,12,24,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/25-26/00""",23,29,14,12,21,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/9-12/99""",20,29,15,14,22,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/23-25/99""",20,30,14,13,23,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/9-12/99""",20,26,14,13,27,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/24-26/99""",23,27,14,14,22,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""6/16-19/99""",19,25,12,15,28,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""4/17-19/99""",23,23,14,13,26,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/4-7/99""",23,25,14,11,27,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/16-18/99""",27,24,12,11,25,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/3-6/98""",25,26,13,10,26,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/24-27/98""",25,26,10,12,26,1,,,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/10-13/98""",18,22,17,14,29,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""8/20/98""",22,22,13,17,25,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""8/15-16/98""",22,24,20,16,18,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/25-27/98""",24,26,17,15,18,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""6/18-21/98""",24,30,14,12,20,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""4/18-20/98""",27,29,13,11,19,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""2/26 - 3/1/98""",29,28,14,12,17,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/17-19/98""",21,36,15,13,15,-,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/4-8/97""",21,34,16,13,15,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/25-27/97""",21,30,16,15,17,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/11-15/97""",24,32,17,13,13,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/26-28/97""",26,30,13,14,16,1,,,,thermometer,http://www.pollingreport.com/clinton1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Dec. 5-8, 2008. N=approx. 500 adults nationwide. Margin of error ± 4.4.","""Now I'm going to read you the names of several public figures, and I'd like you to rate your feelings toward each one as either very positive, somewhat positive, neutral, somewhat negative, or very negative. If you don't know the name, please just say so. Bill Clinton.""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)






"clinton1.htm | Question 10"
"Los Angeles Times/Bloomberg Poll. June 19-23, 2008. N=1,115 registered voters nationwide. Margin of error ± 3."
"Do you have a positive or negative feeling about Bill Clinton?"
date,positive,negative,neither (vol.),unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""6/19-23/08""",52,36,9,2,1115,3,rv,thermometer,http://www.pollingreport.com/clinton1.htm,"Los Angeles Times/Bloomberg Poll. June 19-23, 2008. N=1,115 registered voters nationwide. Margin of error ± 3.","""Do you have a positive or negative feeling about Bill Clinton?""",Los Angeles Times/Bloomberg Poll






"clinton1.htm | Question 11"
"Diageo/Hotline Poll conducted by Financial Dynamics. March 28-31, 2008. N=799 registered voters nationwide. Margin of error ± 3.5."
"Please tell me if you have a favorable or unfavorable opinion of the following public figures. If you haven't heard of them, just tell me and we'll move on. Bill Clinton."
date,favorable,unfavorable,heard of/ can't rate (vol.),haven't heard of,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""3/28-31/08""",45,51,2,-,1,799,3,rv,favorability,http://www.pollingreport.com/clinton1.htm,"Diageo/Hotline Poll conducted by Financial Dynamics. March 28-31, 2008. N=799 registered voters nationwide. Margin of error ± 3.5.","""Please tell me if you have a favorable or unfavorable opinion of the following public figures. If you haven't heard of them, just tell me and we'll move on. Bill Clinton.""",Diageo/Hotline Poll conducted by Financial Dynamics
"=""11/8-12/06""",60,36,2,-,3,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Diageo/Hotline Poll conducted by Financial Dynamics. March 28-31, 2008. N=799 registered voters nationwide. Margin of error ± 3.5.","""Please tell me if you have a favorable or unfavorable opinion of the following public figures. If you haven't heard of them, just tell me and we'll move on. Bill Clinton.""",Diageo/Hotline Poll conducted by Financial Dynamics
"=""10/19-23/06""",55,38,3,1,3,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Diageo/Hotline Poll conducted by Financial Dynamics. March 28-31, 2008. N=799 registered voters nationwide. Margin of error ± 3.5.","""Please tell me if you have a favorable or unfavorable opinion of the following public figures. If you haven't heard of them, just tell me and we'll move on. Bill Clinton.""",Diageo/Hotline Poll conducted by Financial Dynamics
"=""7/20-23/06""",53,41,4,-,1,,,,favorability,http://www.pollingreport.com/clinton1.htm,"Diageo/Hotline Poll conducted by Financial Dynamics. March 28-31, 2008. N=799 registered voters nationwide. Margin of error ± 3.5.","""Please tell me if you have a favorable or unfavorable opinion of the following public figures. If you haven't heard of them, just tell me and we'll move on. Bill Clinton.""",Diageo/Hotline Poll conducted by Financial Dynamics






"clinton1.htm | Question 12"
"Quinnipiac University . Nov. 13-19, 2006. N=1,623 registered voters nationwide. Margin of error ± 2.4."
"I'd like to get your feelings toward some of our political leaders and other people who have been in the news. I'll read the name of a person and I'd like you to rate that person using something called the feeling thermometer. You can choose any number between 0 and 100. The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable. If we come to a person who you haven't heard enough about to form an opinion, you don't need to rate the person. Just tell me and we'll move on to the next one. How do you feel about
manually enter poll





"clinton1.htm | Question 13"
"Time Poll conducted by Schulman, Ronca & Bucuvalas (SRBI) Public Affairs. July 13-17, 2006. N=1,003 adults nationwide. Margin of error ± 3."
"Thinking back, how favorable an impression do you have of former President Bill Clinton: very favorable, somewhat favorable, somewhat unfavorable, very unfavorable?"
date,very favorable,somewhat favorable,somewhat unfavorable,very unfavorable,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""7/13-17/06""",34,32,15,18,1,1003,3,a,favorability,http://www.pollingreport.com/clinton1.htm,"Time Poll conducted by Schulman, Ronca & Bucuvalas (SRBI) Public Affairs. July 13-17, 2006. N=1,003 adults nationwide. Margin of error ± 3.","""Thinking back, how favorable an impression do you have of former President Bill Clinton: very favorable, somewhat favorable, somewhat unfavorable, very unfavorable?""","Time Poll conducted by Schulman, Ronca & Bucuvalas (SRBI) Public Affairs"






"clinton1.htm | Question 14"
"ABC News/Washington Post Poll. June 17-20, 2004. N=1,201 adults nationwide. Margin of error ± 3."
"Do you have a favorable or unfavorable impression of Bill Clinton as a person?"
date,favorable,unfavorable,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""6/04""",50,49,2,1201,3,a,favorability,http://www.pollingreport.com/clinton1.htm,"ABC News/Washington Post Poll. June 17-20, 2004. N=1,201 adults nationwide. Margin of error ± 3.","""Do you have a favorable or unfavorable impression of Bill Clinton as a person?""",ABC News/Washington Post Poll
"=""1/01""",44,51,5,,,,favorability,http://www.pollingreport.com/clinton1.htm,"ABC News/Washington Post Poll. June 17-20, 2004. N=1,201 adults nationwide. Margin of error ± 3.","""Do you have a favorable or unfavorable impression of Bill Clinton as a person?""",ABC News/Washington Post Poll
"=""1/00""",34,61,5,,,,favorability,http://www.pollingreport.com/clinton1.htm,"ABC News/Washington Post Poll. June 17-20, 2004. N=1,201 adults nationwide. Margin of error ± 3.","""Do you have a favorable or unfavorable impression of Bill Clinton as a person?""",ABC News/Washington Post Poll






"clinton1.htm | Question 15"
"CNN/Time Poll conducted by Yankelovich Partners"
"Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton."
date,favorable,unfavorable,not familiar,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""3/21-22/01""",48,47,2,3,1025,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""2/7-8/01""",53,42,2,3,1015,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/10-11/01""",53,42,2,3,1000,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/25-26/00""",57,38,2,3,,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/4-5/00""",53,42,2,3,,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""6/14-15/00""",54,42,2,2,1218,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""2/2-3/00""",57,37,3,3,1257,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/12-13/00""",54,40,3,3,1564,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/21-23/99""",52,42,3,3,1011,,,favorability,http://www.pollingreport.com/clinton1.htm,CNN/Time Poll conducted by Yankelovich Partners,"""Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another. Bill Clinton.""",CNN/Time Poll conducted by Yankelovich Partners
