"CongJob1.htm | Question 0"
"Fox News Poll conducted by Anderson Robbins Research (D) and Shaw & Company Research (R). March 20-22, 2016. N=1,016 registered voters nationwide. Margin of error ± 3. "
"Do you approve or disapprove of the job Congress is doing?"
manually enter poll





"CongJob1.htm | Question 1"
"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3."
"Do you approve or disapprove of the way Congress is handling its job?"
date,approve,disapprove,unsure/ no answer,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""2/19-21/02""",57,39,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""9/6-9/01""",45,48,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""7/26-30/01""",48,48,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""4/19-22/01""",58,33,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""10/28-31/99""",42,53,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""8/30 - 9/2/99""",46,47,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""6/5-6/99""",48,46,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""3/11-14/99""",44,49,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""2/12-14/99""",46,50,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""12/19-20/98""",44,51,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""12/12-13/98""",49,46,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""11/7/98""",41,55,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""10/29 - 11/1/98""",49,47,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""10/22-25/98""",45,44,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""10/15-18/98""",46,45,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""10/8-10/98""",45,49,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""9/25-28/98""",52,44,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""9/11-13/98""",56,38,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""8/19-21/98""",55,39,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""7/9-12/98""",46,44,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""5/12/98""",45,45,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""4/2-4/98""",47,45,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""1/28-31/98""",55,35,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""1/30/98""",55,35,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""1/25/98""",56,37,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""1/23-24/98""",55,38,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""1/15-19/98""",47,49,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""10/9-13/97""",36,57,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""8/24-27/97""",39,54,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""7/6-8/97""",40,53,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""4/21-24/97""",40,53,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll
"=""3/6-9/97""",35,60,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"ABC News/Washington Post Poll. March 26-29, 2015. N=1,003 adults nationwide. Margin of error ± 3.5.","""Do you approve or disapprove of the way the U.S. Congress is doing its job?""",ABC News/Washington Post Poll






"CongJob1.htm | Question 8"
"Allstate/National Journal Heartland Monitor Poll conducted by FTI Consulting. Feb. 18-22, 2015. N=496 adults nationwide."
"Do you approve or disapprove of the way the member of Congress from your district is handling their job?"
date,approve,disapprove,unsure/ refused,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""2/18-22/15""",36,42,21,496,,a,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll conducted by FTI Consulting. Feb. 18-22, 2015. N=496 adults nationwide.","""Do you approve or disapprove of the way the member of Congress from your district is handling their job?""",Allstate/National Journal Heartland Monitor Poll conducted by FTI Consulting






"CongJob1.htm | Question 9"
"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide."
"In general, do you approve or disapprove of the job that Congress is doing?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/14-17/15""",16,76,8,,,a,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""12/10-14/14""",16,78,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""10/8-12/14""",12,83,5,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""7/30 - 8/3/14""",14,79,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""1/22-25/14""",13,81,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""7/17-21/13""",12,83,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""1/12-15/13""",14,81,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""1/22-24/12""",13,80,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""8/27-31/11""",13,82,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""6/9-13/11""",18,74,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""5/5-7/11""",22,70,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""3/31 - 4/4/11""",20,73,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""2/24-28/11""",22,69,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""9/22-26/10""",20,73,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""8/26-30/10""",21,71,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""8/5-9/10""",21,72,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""6/17-21/10""",22,73,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""5/6-10/10""",21,72,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""3/11, 13-14/10""",17,77,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""1/10-14/10""",21,67,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""12/11-14/09""",22,68,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""10/22-25/09""",24,65,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""9/17-20/09""",22,66,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""7/24-27/09""",24,63,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""6/12-15/09""",29,57,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""4/23-26/09""",28,58,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""2/26 - 3/1/09""",31,54,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""1/9-12/09""",23,68,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""12/5-8/08""",21,69,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""10/17-20/08""",12,79,9,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""10/4-5/08""",13,78,9,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""9/19-22/08""",15,73,12,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""7/18-21/08""",15,75,10,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""6/6-9/08""",13,79,8,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""3/7-10/08""",19,69,12,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""1/20-22/08""",18,70,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""12/14-17/07""",18,70,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""11/1-5/07""",19,68,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""9/7-10/07""",23,65,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""7/27-30/07""",24,63,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""6/8-11/07""",23,64,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""4/20-23/07""",31,52,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""3/2-5/07""",31,53,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""10/13-16/06""",16,75,9,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
"=""9/8-11/06""",20,65,15,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R). Jan. 14-17, 2015. N=approx. 400 adults nationwide.","""In general, do you approve or disapprove of the job that Congress is doing?""",NBC News/Wall Street Journal Poll conducted by Hart Research Associates (D) and Public Opinion Strategies (R)
